sentence,sentiment
phương pháp giảng dạy phù hợp lôi cuốn vào bài học,positive
thầy ít giảng chủ yếu là cho chép vào vở,negative
cần thống nhất nội dung học giữa lý thuyết và thực hành,negative
giảng bài cần chi tiết và rõ ràng hơn,negative
ủa (ngạc nhiên) gì vậy bạn,neutral
đi trễ làm việc riêng trong giờ dạy,negative
những môn này nên đăng kí giảng viên nào vậy ạ em cảm ơn mọi người nhiều ạ,positive
mình tìm bạn giao lưu cầu lông vào ngày mai nhé,neutral
giờ mà thông báo học online là yêu trường dữ lắm,positive
thầy dạy tận tình tạo không khí mới mẻ cho buổi học,positive
em có đóng tiền bảo hiểm y tế rồi mà chưa biết có thẻ chưa giờ mún kiểm tra thì làm sao ạ,neutral
em muốn nghe anh chị sinh viên ngành công tác xã hội chia sẻ cảm nhận ạ em xin cảm ơn,neutral
cô dạy rất nhiệt tình rất hài lòng về cô,positive
giáo viên giảng dạy sử dụng nhiều ví dụ thực tiễn,positive
dạ chào m ng em là học sinh trường khác chuyện là hôm qua trên đường đi học em có gặp number bạn học văn hiến bạn có móc chìa khóa xe là con capybara em muốn xin innumber bạn không biết bạn có Người yêu chưa,neutral
mấy th ctrai lầu number khu d í thức như chị đi thang máy chung với cgai còn cười giỡn ồn ào thể hiện kím th cha tụi m à đúng lũ thiếu í thức hay chơi cùng,positive
đảm bảo thời gian,neutral
cách dạy của thầy,neutral
mấy anh chị có ai biết mã giảng viên này là cô thầy nào không ạ,neutral
thời gian tăng từ number tiết lên đến number tiết khiến sinh viên mệt mỏi và thiếu tập trung ở cuối giờ học,negative
cho em hỏi ngành truyền thông trường mình ổn không ạ,neutral
cô dạy rất nhiệt tình tận tâm và chu đáo,negative
em đóng học phí dư nhiều em muốn rút tiền lại thì đăng kí như nào ạ,neutral
mọi người ơi cho em hỏi lớp giáo dục thể chất này học ở phòng nào thế ạ,neutral
máy chiếu phòng học quá mờ,negative
numberhnumber làm lễ thì mình nên mời bạn bè mình mấy giờ đến vậy ạ,neutral
hội thảo nhiều hơn,negative
có ai thi bài thi VSTEP tháng number không đăng kí chung cho rẻ ạ,neutral
thầy có cho bài tập,neutral
deadline các bài tập thực hành không cố định,negative
hôm nay có bạn nào đi đánh cầu lông không ạ quận number tân phú càng tốt ạ,positive
có ai ở qnumber danh bida không gl ne,neutral
cập nhật cập nhật,neutral
bài tập nhiều,negative
cho mình hỏi bcs có ai nhận được thù lao của học kỳ I vừa rồi không ạ mình thấy vp khoa email nộp minh chứng để thanh toán thù lao nhưng tới giờ bcs lớp mình vẫn chưa ai nhận được cả,neutral
cuối tháng number mình tìm một nữ ở ghép phòng đã có number người phòng có máy lạnh ban công giờ giấc tự do cho nấu ăn cửa vân tay tiền phòng numbertrnumber điện number numberk nước numberk người rác numberk xe fre phòng ở number number number nguyễn gia trí pnumber bình thạnh cách đại học trường Hutech và giao thông vận tải numberp đi bộ gần hồng bàng trường UEF gần khu ăn uống bhx cửa hàng tiện lợi,neutral
tán gái mà mặt cứ ngơ ngơ như khỉ xem xiếc á,neutral
cần tìm romate gấp ạ mình là nữ numberknumber cần tìm number bạn nữ ở ghép cùng ạ địa chỉ number numberb điện biên phủ phường number quận bình thạnh numbertrnumber tháng chưa tính điện nước điện number numberk số nước numberk người có máy lạnh tủ lạnh có chỗ giữ xe thật sự cần tìm người ghép ưu tiên những bạn cùng tuổi ạ xin chào / cười vọng tìm được một bạn romate hoà đồng sạch sẽ ạ,positive
thầy hiền nhiệt tình,positive
giảng viên có kiến thức rộng và giảng dạy nhiệt tình,positive
sau kì học tập quân sự ở lobita mình nhận ra mình có một cảm xúc đặc biệt với một bạn nam tóc bạc ở khoa xd bạn hữu nghĩa ơi mình rất thích cách bạn cầm máy ảnh đi tác nghiệp mỗi khi chúng tiếng Anh sinh hoạt mình sẽ không bao giờ quên những tấm ảnh mà bạn chụp cho tụi mình và hơn hết cả mình rất thích cái quần mà bạn mặc trong ảnh dưới này bạn lướt ngang qua có thấy thì cho mình xin cái đường dẫn để mua nhé,neutral
bài tập cho nhiều mà giải ít,negative
ai thi tâm lý học được rồi cho em hỏi là thi tự luận đề đóng hả / ừ ha mở vậy ạ em cảm ơn,neutral
cho em hỏi nnumber tiếng anh khó không ạ có dạy cơ bản không ạ,neutral
dạ anh chị ơi cho em hỏi kí túc xá mấy bạn lgbt có được ở chung với các bạn nữ không ạ hay phải ở chung với các bạn nam ạ em cảm ơn nhiều ạ,positive
giảng viên nói nhiều về startup cho sinh viên,positive
chúc mừng trường Hutech number năm năm number thật bùng nổ,neutral
giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ,positive
mọi người cho em hỏi là em đã nộp đơn miễn giáo dục quốc phòng trước tết nhưng hiên tại em vào kiểm tra thì thấy học phần vẫn chưa bị hủy cho em hỏi nên làm như nào ạ,neutral
thầy thường numberh mới bắt đầu dạy lời giảng còn khó hiểu do không cho nhiều ví dụ cụ thể cũng như demo / trình bày,negative
giáo viên nhiệt tình thân thiện,positive
anh chj ơi có ai thi băng lái ở ký túc xá chưa ạ cho em hỏi là thi ở đâu với học bao lâu thì thi ạ,neutral
nhận lương thì phải làm tốt bổn phận của một người thầy chứ ạ,negative
tuyển ctv cho sốp thú cưng của sinh viên năm number ạ không / chưa bỏ dzốn siêng xíu là đượt qtam để số zá lồ cho iem ạ,neutral
em xin chân thành cảm ơn xin lỗi vì máy không dùng được unikey,positive
hknumber number điểm rèn luyện thì hknumber đi bao nhiêu sức khỏe / sự kiện cần làm gì để giữ học bổng number đây ạ,neutral
đăng kí liền thoai mọi người ới,neutral
thầy rất chú tâm,positive
nhiệt tình với học sinh,positive
chào mọi người em là sinh viên trường UEH knumber ngành kế em muốn chuyển qua kiểm do cảm thấy phù hợp hơn mọi người cho em lời khuyên với ạ em cảm ơn ạ,positive
giáo viên hiền vui tính,positive
làm đồ án còn phải thi cuối kỳ lý thuyết quá nặng đối với sinh viên vì một kỳ có rất nhiều đồ án,negative
thầy dạy dễ hiểu truyền đạt hay tạo điều kiện thuận lợi cho sinh viên tiếp thu bài,positive
em chưa bao giờ gặp giáo viên như vậy trong suốt number năm năm đại học,neutral
em cần tìm người làm bài báo cáo cuối kỳ môn tdtkda ạ,neutral
giờ mình sắp ra trường thì mình nên học chứng chỉ tiếng anh nào để pas đầu ra ạ sẵn ai từng học chỗ nào tốt cho mình xin innumber,neutral
dạ mọi người cho em hỏi avcbnumber thầy đào minh trung dễ không ạ,neutral
giảng viên cho bài tập hàng tuần khá nhiều và bài tập có hướng dẫn nhưng chưa cụ thể,negative
trâm ơi tôi thương bạn lắm,neutral
giảng viên truyền đạt tốt chỉ bảo tận tình,positive
cầu lông cho em hỏi em chưa thấy môn cầu lông làm bài trên eln ạ không biết do em mis hay do chưa tới đợt làm vậy ạ ai đang học cầu lông kì này giải đáp cho em với hụhu,neutral
thầy dạy hơi nhanh khó hiểu,negative
mình cần tìm bạn nữ hỗ trợ mình ngày chiều ngày number number khu ab ạ,neutral
mình muốn tìm bạn có biệt danh là eira number học chuyên ngành marketing ạ bạn thấy thì comment / bình luận nhé ạ,neutral
bạn nào từng học môn quan hệ quốc tế rồi cho mình hỏi thi cuối kỳ tự luận người tiếng Anh sẽ hỏi về gì không ạ tại mình chưa thể hình dung được họ sẽ hỏi gì trong đó lý thuyết hay câu hỏi thực tiễn không phải môn chuyên ngành nên mình chơi vơi,positive
cho em hỏi trg mình tôt chức lễ tốt nghiệp bao nhiêu đợt ạ,neutral
Facebook vô được rồi anh em ngủ đi mai đi học,positive
sắp đến mùa thi rồi các em đi xin tài liệu về học cẩn thận mấy đứa ở dưới nhé đứa thì pas tài liệu fre của anh chị chia sẻ fre đứa thì sờ cam người tiếng Anh xin fre thì cho đừng có nghĩ cái trò đi lấy tài liệu fre của anh chị đem ra pas thất đức lắm,neutral
giảng viên vui tính dễ chịu,positive
mình là nam knumber cao mnumber mình tìm bạn có thể cùng mình đi dạo đi ăn đi xem phim đi cf chơi game mình có ngoại hình cũng gọi là ưa nhìn mình muốn tìm hiểu trước rồi nếu hợp thì có thể tiến xa hơn trong Mối quan hệ nếu bạn cảm thấy hợp thì có thể thả tim hoặc comment / bình luận mình sẽ chủ động Admin nhắn trước ạ nếu tim thì đừng để ẩn danh nhé mình không biết,neutral
cho em hỏi là bữa em thi ở tòa anh em để quên mắt kính thì ghé phòng nào để xem có giữ không ạ,neutral
giờ còn ai pas đồ qp cỡ / kích cỡ number không (không dấu) ạ,neutral
thầy cho nghỉ nhiều chắc vì cuối kỳ thầy đi học,negative
dạ mọi người ơi cho em hỏi là numberknumber có thể làm thủ tục nhập học trực tuyến hoặc nhờ người thân tới trường nộp được không ạ number number em chưa vô Sài Gòn được ạ,neutral
ai có lịch học tối tnumber cho em xin với ạ,neutral
nay sáng mình có đi học thể dục với hoc chiều ở tầng number dãy d lỡ có làm rơi chìa khoá xe sirus màu đen dài dài có móc cặp chung number chìa khoá phòng màu bạc ai có nhặt được cho tôi xin lại với ạ,neutral
phong cách giảng dạy rất hay,positive
nay xe bus number học kỳ chạy hẳ mọi người em đợi nửa tiếng rồi học kỳ thấy đâu tvt,neutral
thật sự em rất mơ hồ về môn học này,negative
giảng viên cần có tâm huyết hơn nữa,negative
dạ mấy anh chị ơi không biết đánh giá năng lực tầm bao nhiêu với thi THPT quốc gia bao nhiêu là chắc ăn ngành báo chí liên kết deakin vậy ạ em cảm ơn nhiều ạ,neutral
